STATE,STATENAME,ST_CASE,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,COUNTY,CITY,CITYNAME,MONTH,MONTHNAME,DAY,DAYNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,HOUR,HOURNAME,MINUTE,MINUTENAME,TWAY_ID,TWAY_ID2,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,NHS,NHSNAME,SP_JUR,SP_JURNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,COUNTYNAME,FATALS,young,old,drink,truck,old_car
53,Washington,530328,0,0,1,1,0,1,1,67,1590,OLYMPIA,8,August,27,27,6,Friday,2021,7,7:00am-7:59am,45,45,WHEELER AVE SE,,6,Local Street - Municipality,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.03503889,47.03503889,-122.8816083,-122.8816083,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),THURSTON (67),1,0,0,0,0,0
53,Washington,530329,0,0,2,2,0,2,2,53,0,NOT APPLICABLE,8,August,10,10,3,Tuesday,2021,20,8:00pm-8:59pm,54,54,SR-7,,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,447,447,47.05349722,47.05349722,-122.3981333,-122.3981333,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),PIERCE (53),1,0,0,0,0,0
53,Washington,530330,0,0,1,1,0,2,2,77,0,NOT APPLICABLE,8,August,20,20,6,Friday,2021,20,8:00pm-8:59pm,27,27,US-97,,2,U.S. Highway,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1,This section IS ON the NHS,3,Indian Reservation,577,577,46.32196944,46.32196944,-120.3206333,-120.3206333,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),YAKIMA (77),2,0,0,0,0,1
53,Washington,530331,0,0,1,1,0,1,1,23,0,NOT APPLICABLE,8,August,7,7,7,Saturday,2021,18,6:00pm-6:59pm,30,30,CR-KESSLER MILL RD,,4,County Road,1,Rural,7,Local,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,46.01025,46.01025,-117.5132444,-117.5132444,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),GARFIELD (23),1,0,0,0,0,0
53,Washington,530332,0,0,1,1,0,1,1,33,0,NOT APPLICABLE,8,August,26,26,5,Thursday,2021,21,9:00pm-9:59pm,49,49,CR-244TH AVE SE,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,11,11,47.41350278,47.41350278,-122.0157917,-122.0157917,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),KING (33),1,0,1,0,0,0
53,Washington,530333,0,0,1,1,0,1,1,21,0,NOT APPLICABLE,8,August,28,28,7,Saturday,2021,6,6:00am-6:59am,43,43,US-395,,2,U.S. Highway,1,Rural,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,374,374,46.36494444,46.36494444,-119.0838611,-119.0838611,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),FRANKLIN (21),1,0,0,0,0,0
53,Washington,530335,0,0,1,1,0,1,1,53,0,NOT APPLICABLE,8,August,14,14,7,Saturday,2021,12,12:00pm-12:59pm,5,5,SR-410,262ND ST E,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,98,98,47.16220556,47.16220556,-122.0803972,-122.0803972,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,4,On Roadside,0,None,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),PIERCE (53),1,0,0,1,0,1
53,Washington,530336,1,1,2,2,0,2,2,63,0,NOT APPLICABLE,8,August,29,29,1,Sunday,2021,20,8:00pm-8:59pm,25,25,US-395,HAWTHORNE,2,U.S. Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,1701,1701,47.75117222,47.75117222,-117.4108889,-117.4108889,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,5,Dusk,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,1,0,0,0,1
53,Washington,530337,0,0,2,2,0,2,2,33,735,FEDERAL WAY,9,September,2,2,5,Thursday,2021,18,6:00pm-6:59pm,47,47,SW 320TH ST,43rd Pl SW,6,Local Street - Municipality,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.31517778,47.31517778,-122.3882,-122.3882,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,1,0,0,0,0
53,Washington,530338,0,0,1,1,0,1,1,11,2370,VANCOUVER,8,August,29,29,1,Sunday,2021,17,5:00pm-5:59pm,7,7,I-205 RAMP,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,10,10,45.65346944,45.65346944,-122.5687556,-122.5687556,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,CLARK (11),1,0,0,0,0,0
53,Washington,530339,1,1,1,1,0,1,1,77,2590,YAKIMA,8,August,29,29,1,Sunday,2021,21,9:00pm-9:59pm,35,35,N 16TH AVE,,6,Local Street - Municipality,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,46.62111944,46.62111944,-120.5303722,-120.5303722,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,YAKIMA (77),1,0,0,1,0,0
53,Washington,530340,0,0,1,1,0,1,1,45,0,NOT APPLICABLE,9,September,3,3,6,Friday,2021,18,6:00pm-6:59pm,30,30,CR-SE KAMILCHE POINT RD,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,20,20,47.13957222,47.13957222,-123.0630556,-123.0630556,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),MASON (45),1,0,0,0,0,0
53,Washington,530341,0,0,2,2,0,2,2,33,2310,TUKWILA,8,August,23,23,2,Monday,2021,11,11:00am-11:59am,56,56,I-5 RAMP,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,1544,1544,47.46136389,47.46136389,-122.2650667,-122.2650667,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,0,0,0,0,0
53,Washington,530342,0,0,1,1,0,2,2,57,0,NOT APPLICABLE,9,September,2,2,5,Thursday,2021,2,2:00am-2:59am,20,20,SR-20,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,873,873,48.53805,48.53805,-121.7749139,-121.7749139,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),SKAGIT (57),1,1,0,0,0,0
53,Washington,530343,0,0,2,2,0,6,6,77,2590,YAKIMA,8,August,31,31,3,Tuesday,2021,22,10:00pm-10:59pm,16,16,W NOB HILL BLVD,S 48th Ave,6,Local Street - Municipality,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,46.58534167,46.58534167,-120.5722722,-120.5722722,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,YAKIMA (77),3,0,0,0,0,0
53,Washington,530344,0,0,1,1,0,1,1,63,22,AIRWAY HEIGHTS,9,September,8,8,4,Wednesday,2021,2,2:00am-2:59am,13,13,S HAYFORD RD,,6,Local Street - Municipality,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.62936944,47.62936944,-117.5607917,-117.5607917,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,6,Dark - Unknown Lighting,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),SPOKANE (63),1,1,0,0,0,0
53,Washington,530345,0,0,1,1,0,4,4,77,0,NOT APPLICABLE,9,September,3,3,6,Friday,2021,6,6:00am-6:59am,54,54,CR-GLADE RD,,4,County Road,1,Rural,5,Major Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,24,24,46.17624722,46.17624722,-120.0006861,-120.0006861,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,YAKIMA (77),1,0,0,0,0,0
53,Washington,530346,0,0,1,1,0,1,1,37,0,NOT APPLICABLE,9,September,6,6,2,Monday,2021,15,3:00pm-3:59pm,21,21,I-82,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,157,157,46.79136389,46.79136389,-120.359475,-120.359475,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),KITTITAS (37),1,0,0,0,0,0
53,Washington,530347,0,0,1,1,0,2,2,35,1730,POULSBO,8,August,28,28,7,Saturday,2021,16,4:00pm-4:59pm,9,9,SR-305,NE HOSTMARK ST,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,114,114,47.73374167,47.73374167,-122.6370778,-122.6370778,43,Other Fixed Object,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KITSAP (35),1,0,0,0,0,0
53,Washington,530348,1,1,1,1,0,1,1,63,2110,SPOKANE,9,September,10,10,6,Friday,2021,3,3:00am-3:59am,40,40,US-2,S BROWNE ST,2,U.S. Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,4,4,47.65556667,47.65556667,-117.4133917,-117.4133917,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,1,0,0,0,1
53,Washington,530349,0,0,1,1,0,1,1,5,1850,RICHLAND,9,September,12,12,1,Sunday,2021,19,7:00pm-7:59pm,33,33,I-182 RAMP,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,4,4,46.25730833,46.25730833,-119.258225,-119.258225,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),BENTON (5),1,0,0,0,0,0
53,Washington,530350,0,0,3,3,0,4,4,57,0,NOT APPLICABLE,9,September,4,4,7,Saturday,2021,14,2:00pm-2:59pm,42,42,CR-JOSH WILSON RD,FARM TO MARKET RD,4,County Road,1,Rural,5,Major Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,48.48668333,48.48668333,-122.4444056,-122.4444056,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SKAGIT (57),1,0,0,0,0,0
53,Washington,530351,0,0,2,2,0,2,2,33,2310,TUKWILA,9,September,12,12,1,Sunday,2021,18,6:00pm-6:59pm,50,50,I-5,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,1552,1552,47.47233889,47.47233889,-122.268775,-122.268775,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),KING (33),1,0,0,0,1,0
53,Washington,530352,0,0,2,2,0,3,3,33,1050,KIRKLAND,9,September,3,3,6,Friday,2021,17,5:00pm-5:59pm,8,8,132ND AVE NE,,6,Local Street - Municipality,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.71495556,47.71495556,-122.1643,-122.1643,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,1,0,0,0,0
53,Washington,530353,0,0,3,3,0,7,7,53,0,NOT APPLICABLE,6,June,5,5,7,Saturday,2021,15,3:00pm-3:59pm,1,1,CR-NORTH GATE RD,,8,Other,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,47.13862222,47.13862222,-122.5950611,-122.5950611,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,PIERCE (53),1,1,0,0,0,1
53,Washington,530354,1,1,1,1,0,1,1,77,0,NOT APPLICABLE,9,September,13,13,2,Monday,2021,2,2:00am-2:59am,55,55,CR-LARUE RD,,4,County Road,1,Rural,5,Major Collector,2,County Highway Agency,0,This section IS NOT on the NHS,3,Indian Reservation,57,57,46.36095,46.36095,-120.4199306,-120.4199306,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),YAKIMA (77),1,0,0,0,0,0
53,Washington,530355,1,1,1,1,0,1,1,9,0,NOT APPLICABLE,9,September,6,6,2,Monday,2021,18,6:00pm-6:59pm,50,50,CR-OLD OLYMPIC HWY,,4,County Road,1,Rural,5,Major Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,48.10521667,48.10521667,-123.2084667,-123.2084667,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,2,On Shoulder,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,96,Terminated Transport,CLALLAM (9),1,0,0,0,0,0
53,Washington,530358,0,0,2,2,0,2,2,63,2110,SPOKANE,9,September,21,21,3,Tuesday,2021,20,8:00pm-8:59pm,35,35,N WASHINGTON ST,W Indiana Ave,6,Local Street - Municipality,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.67486111,47.67486111,-117.4174278,-117.4174278,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,1,0,0,0,0
53,Washington,530359,0,0,1,1,0,1,1,77,0,NOT APPLICABLE,9,September,19,19,1,Sunday,2021,23,11:00pm-11:59pm,45,45,SR-22,,3,State Highway,1,Rural,5,Major Collector,1,State Highway Agency,0,This section IS NOT on the NHS,3,Indian Reservation,152,152,46.25909722,46.25909722,-120.1331417,-120.1331417,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,5,Outside Trafficway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),YAKIMA (77),1,0,0,0,1,1
53,Washington,530360,0,0,2,2,0,2,2,33,109,BELLEVUE,9,September,15,15,4,Wednesday,2021,6,6:00am-6:59am,54,54,SE COAL CREEK PKWY,,6,Local Street - Municipality,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.55978056,47.55978056,-122.1691083,-122.1691083,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,0,0,0,0,0
53,Washington,530361,0,0,2,2,0,3,3,63,2110,SPOKANE,9,September,22,22,4,Wednesday,2021,17,5:00pm-5:59pm,5,5,SR-291,W WIND RIVER RD,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,43,43,47.72617222,47.72617222,-117.4958194,-117.4958194,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,1,0,0,0,1
53,Washington,530362,0,0,1,1,0,2,2,65,0,NOT APPLICABLE,9,September,21,21,3,Tuesday,2021,16,4:00pm-4:59pm,30,30,SR-292,,3,State Highway,1,Rural,5,Major Collector,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,45,45,48.06519722,48.06519722,-117.6500333,-117.6500333,21,Bridge Pier or Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),STEVENS (65),2,0,1,0,0,1
53,Washington,530363,0,0,1,1,0,1,1,61,0,NOT APPLICABLE,9,September,21,21,3,Tuesday,2021,20,8:00pm-8:59pm,54,54,CR-OK MILL RD,,4,County Road,2,Urban,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,1,1,47.98718889,47.98718889,-122.0347833,-122.0347833,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),SNOHOMISH (61),1,1,0,0,0,0
53,Washington,530364,1,1,1,1,0,1,1,63,0,NOT APPLICABLE,9,September,22,22,4,Wednesday,2021,21,9:00pm-9:59pm,55,55,CR-N ARGONNE RD,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,1,1,47.69096111,47.69096111,-117.2827306,-117.2827306,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,0,0,0,0,0
